iter	Accuracy	MultiClass
87	0.9965	0.03756969247
88	0.9965	0.03655026485
89	0.9965	0.0357000347
90	0.9965	0.03507722547
91	0.9965	0.03437072031
92	0.9965	0.03356419061
93	0.9965	0.03274332558
94	0.9965	0.03227525167
95	0.9965	0.03171099796
96	0.9965	0.03117062317
97	0.9965	0.0305952276
98	0.9965	0.02985930169
99	0.9965	0.02940044668
100	0.9965	0.02882018466
101	0.9965	0.0284023127
102	0.997	0.02760161354
103	0.997	0.02725652389
104	0.998	0.02680105753
105	0.998	0.02618699105
106	0.998	0.02562832237
107	0.998	0.02496466505
108	0.998	0.02443596182
109	0.998	0.02404076414
110	0.998	0.023580565
111	0.998	0.0232386268
112	0.998	0.02297109123
113	0.998	0.02247048265
114	0.998	0.0221564402
115	0.998	0.02180041872
116	0.998	0.02131680656
117	0.998	0.0209738345
118	0.9985	0.02068211111
119	0.9985	0.02023436347
120	0.9985	0.01972402125
121	0.9985	0.01950011287
122	0.9985	0.01918644752
123	0.9985	0.01899380298
124	0.9985	0.01864613109
125	0.9985	0.01839658174
126	0.9985	0.01815176278
127	0.999	0.01771506478
128	0.9995	0.0174259203
129	0.9995	0.01727233212
130	0.9995	0.01697906869
131	0.9995	0.01668997747
132	0.9995	0.01636815383
133	0.9995	0.01615067477
134	0.9995	0.01598733394
135	0.9995	0.01581233949
136	0.9995	0.01552785647
137	0.9995	0.01538475219
138	0.9995	0.01513465341
139	0.9995	0.01491894741
140	0.9995	0.01478715818
141	0.9995	0.01457040007
142	0.9995	0.01430392486
143	0.9995	0.01400304022
144	0.9995	0.01384090719
145	0.9995	0.01372686438
146	0.9995	0.01362196854
147	0.9995	0.01343363677
148	0.9995	0.01329776066
149	0.9995	0.01310133476
150	0.9995	0.01287608299
151	0.9995	0.01272866618
152	0.9995	0.01261222238
153	0.9995	0.01240630814
154	0.9995	0.01221796187
155	0.9995	0.01196502027
156	0.9995	0.01173342366
157	0.9995	0.01160560074
158	0.9995	0.01151212318
159	0.9995	0.01135245063
160	0.9995	0.01120954254
161	0.9995	0.0110198866
162	0.9995	0.01093561723
163	0.9995	0.01084048193
164	0.9995	0.0107276872
165	0.9995	0.01055802163
166	0.9995	0.01040505916
167	0.9995	0.01032285917
168	0.9995	0.0102350139
169	0.9995	0.0101536195
170	0.9995	0.009988226545
171	0.9995	0.009878388837
172	0.9995	0.009824465547
173	0.9995	0.009737634649
174	0.9995	0.009591013293
175	0.9995	0.009498829922
176	0.9995	0.00941317029
177	0.9995	0.009261942265
178	0.9995	0.00915704946
179	0.9995	0.009077425105
180	0.9995	0.008960290355
181	0.9995	0.008845949076
182	0.9995	0.008741042687
183	0.9995	0.008680819094
184	0.9995	0.008548258388
185	0.9995	0.008479004597
186	0.9995	0.008442605809
187	0.9995	0.0083615559
188	0.9995	0.008274759967
189	0.9995	0.008225853056
190	0.9995	0.008088468799
191	0.9995	0.008055447192
192	0.9995	0.008013917378
193	0.9995	0.007910284642
194	0.9995	0.007853662237
195	0.9995	0.007792689122
196	0.9995	0.007696912475
197	0.9995	0.007614083289
198	0.9995	0.007517195768
199	0.9995	0.007448340301
200	0.9995	0.007362037619
201	0.9995	0.007273847209
202	0.9995	0.007221005025
203	0.9995	0.007125076175
204	0.9995	0.007065420805
205	0.9995	0.007006131438
206	0.9995	0.006949124449
207	0.9995	0.006906341413
208	0.9995	0.006844914129
209	0.9995	0.006796329804
210	0.9995	0.006742006624
211	0.9995	0.006705978221
212	0.9995	0.006674293823
213	0.9995	0.006651535639
214	0.9995	0.006623930224
215	0.9995	0.006538756081
216	0.9995	0.006439329554
217	0.9995	0.006405302035
218	0.9995	0.006309152963
219	0.9995	0.00628155532
220	0.9995	0.006225040654
221	0.9995	0.006124272369
222	0.9995	0.006102792601
223	0.9995	0.006076636936
224	0.9995	0.006048612542
225	0.9995	0.006022937901
226	0.9995	0.005963792005
227	0.9995	0.005891874432
228	0.9995	0.005858091062
229	0.9995	0.005829999828
230	0.9995	0.005740512937
231	0.9995	0.005675411142
232	0.9995	0.005634162307
233	0.9995	0.005612443519
234	0.9995	0.005564886951
235	0.9995	0.005528117894
236	0.9995	0.005505591698
237	0.9995	0.005479776412
238	0.9995	0.005447692625
239	1	0.005407112378
240	1	0.005363971404
241	1	0.005346614388
242	1	0.005299832675
243	1	0.0052785881
244	1	0.005260661136
245	1	0.005234447146
246	1	0.005216008951
247	1	0.005193823599
248	1	0.005155935071
249	1	0.005137748281
250	1	0.005095586449
251	1	0.005050525011
252	1	0.005000719479
253	1	0.0049807688
254	1	0.004936543013
255	1	0.00491395999
256	1	0.004895294249
257	1	0.004858747761
258	1	0.004843671553
259	1	0.004796297496
260	1	0.004782622283
261	1	0.004765273136
262	1	0.004747465762
263	1	0.004735284997
264	1	0.004702810202
265	1	0.00467629822
266	1	0.00465272507
267	1	0.004635173135
268	1	0.004585913623
269	1	0.004567486646
270	1	0.004548262108
271	1	0.004530520082
272	1	0.004514760093
273	1	0.004465375739
274	1	0.004450304201
275	1	0.004435321486
276	1	0.004397814407
277	1	0.004388143783
278	1	0.004347674059
279	1	0.004319882935
280	1	0.004302949974
281	1	0.004287506551
282	1	0.004243102394
283	1	0.004229540532
284	1	0.004195026519
285	1	0.004186626255
286	1	0.004164836532
287	1	0.004156174465
288	1	0.004108114872
289	1	0.004092771769
290	1	0.004080878344
291	1	0.004065292479
292	1	0.004023331963
293	1	0.003983694666
294	1	0.003971350172
295	1	0.003951051775
296	1	0.003915610486
297	1	0.003903270483
298	1	0.003884822237
299	1	0.003874901168
300	1	0.00386566357
301	1	0.003855594473
302	1	0.003829959987
303	1	0.003818118828
304	1	0.003804733145
305	1	0.003771917526
306	1	0.003735162386
307	1	0.003721192704
308	1	0.003711571233
309	1	0.003698352212
310	1	0.003665533174
311	1	0.003644012295
312	1	0.00363505103
313	1	0.003622506546
314	1	0.003613891645
315	1	0.00358470919
316	1	0.003568483733
317	1	0.003556588526
318	1	0.003529358998
319	1	0.003519573477
320	1	0.003494545559
321	1	0.003484915489
322	1	0.003450428841
323	1	0.003438412312
324	1	0.003411959244
325	1	0.00339921459
326	1	0.003386656889
327	1	0.003374943932
328	1	0.003369222413
329	1	0.003360678378
330	1	0.00333705012
331	1	0.003328361204
332	1	0.003321337924
333	1	0.003310716003
334	1	0.00329633981
335	1	0.003286619156
336	1	0.003275356996
337	1	0.003269914383
338	1	0.003255153546
339	1	0.00324789918
340	1	0.003239658675
341	1	0.003229150068
342	1	0.003204794932
343	1	0.003198978909
344	1	0.003187710321
345	1	0.00317126497
346	1	0.003152096027
347	1	0.003143623088
348	1	0.003121399285
349	1	0.00309946927
350	1	0.003089764411
351	1	0.003080243115
352	1	0.003061708659
353	1	0.003039539183
354	1	0.003030031198
355	1	0.003007988815
356	1	0.003001745011
357	1	0.002982288443
358	1	0.002975233697
359	1	0.00296886184
360	1	0.002959614824
361	1	0.002952668684
362	1	0.002937364333
363	1	0.002928333031
364	1	0.002923627472
365	1	0.002917195581
366	1	0.002907143719
367	1	0.002882208069
368	1	0.002859716616
369	1	0.002848778262
370	1	0.002829501942
371	1	0.002821469499
372	1	0.002808912304
373	1	0.002802442635
374	1	0.002778920191
375	1	0.002763510307
376	1	0.002747770821
377	1	0.002742860676
378	1	0.00273481357
379	1	0.002719012308
380	1	0.002709802811
381	1	0.002702954066
382	1	0.002697090986
383	1	0.002679550964
384	1	0.002672749197
385	1	0.00265651635
386	1	0.002651351483
387	1	0.002646439206
388	1	0.002639553531
389	1	0.002636352784
390	1	0.00263127643
391	1	0.002617936938
392	1	0.002613459629
393	1	0.002605423993
394	1	0.002598667767
395	1	0.002592366218
396	1	0.002577107428
397	1	0.002570797359
398	1	0.002567002004
399	1	0.002561265099
400	1	0.002555725243
401	1	0.00254976659
402	1	0.002536550066
403	1	0.002525483781
404	1	0.002520817309
405	1	0.002513932645
406	1	0.002501007529
407	1	0.00248683283
408	1	0.002480847897
409	1	0.002474155749
410	1	0.002457243046
411	1	0.002449987998
412	1	0.002445040402
413	1	0.002440903461
414	1	0.002426910938
415	1	0.002407877465
416	1	0.002402394568
417	1	0.002399941932
418	1	0.00239547948
419	1	0.002383083406
420	1	0.002371366008
421	1	0.002365305236
422	1	0.002360641521
423	1	0.002345642729
424	1	0.002333239201
425	1	0.002317741805
426	1	0.0023061627
427	1	0.002301285002
428	1	0.002289674448
429	1	0.002286384987
430	1	0.002281503576
431	1	0.002277582401
432	1	0.002273940983
433	1	0.00226432105
434	1	0.002258961865
435	1	0.002255564359
436	1	0.002251247965
437	1	0.002240321697
438	1	0.002226290907
439	1	0.002220967548
440	1	0.002206751064
441	1	0.002201065468
442	1	0.002188950287
443	1	0.002186753469
444	1	0.002181820741
445	1	0.002176764543
446	1	0.002172652408
447	1	0.002170130246
448	1	0.00216555277
449	1	0.002160977903
450	1	0.002155508456
451	1	0.002151393919
452	1	0.002148123144
453	1	0.002143923216
454	1	0.002139788084
455	1	0.002135620615
456	1	0.002131465099
457	1	0.002126575626
458	1	0.002115551351
459	1	0.002106380754
460	1	0.002102592805
461	1	0.002096235168
462	1	0.002085906351
463	1	0.002082352467
464	1	0.002079123423
465	1	0.002067714835
466	1	0.002064070827
467	1	0.002059986364
468	1	0.002054078243
469	1	0.002050442564
470	1	0.002048308335
471	1	0.002045270995
472	1	0.002042334878
473	1	0.002038807849
474	1	0.002027974584
475	1	0.002025028138
476	1	0.002014420537
477	1	0.002012033481
478	1	0.002004474512
479	1	0.001999612591
480	1	0.00199646121
481	1	0.001992827951
482	1	0.001983101977
483	1	0.001978777574
484	1	0.001976242884
485	1	0.001963129617
486	1	0.001954318836
487	1	0.001947984113
488	1	0.001945298129
489	1	0.001937091462
490	1	0.00192858305
491	1	0.00192528487
492	1	0.00192189523
493	1	0.001919410172
494	1	0.001909939512
495	1	0.001904946292
496	1	0.001903386076
497	1	0.001894884377
498	1	0.001892421894
499	1	0.001887638406
